0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54
0.0179 0.0175 0.0131 0.016 0.6931 2.0489 0.0515 0.0002 0.0249 143.5238 11.5603 146.0 0.0 2.3422 10.7743 192.0 133.0 143.9813 0.0304 0.0296 0.0162 0.0208 0.1907 1.1132 0.0644 0.0021 0.0422 276.6486 95.4289 210.0 26.6868 0.4878 1.8863 513.0 192.0 292.2243 0.0113 0.016 0.0016 0.0014 1.3739 3.4713 0.0515 0.0001 0.0195 192.78 86.9942 146.0 19.2738 1.7091 4.7485 513.0 133.0 211.3207 1.0
0.0183 0.0178 0.0099 0.012 0.7218 2.2379 0.065 0.0002 0.0254 142.85 9.9078 146.0 0.0 2.1357 11.6596 192.0 133.0 143.1875 0.0268 0.03 0.0028 0.0031 0.42 1.2192 0.0646 0.0006 0.0399 417.925 454.3673 276.0 124.5384 2.1861 5.9337 1594.0 192.0 613.1474 0.011 0.0161 0.0016 0.0014 1.4458 3.8093 0.0637 0.0 0.0194 252.88 315.8013 146.0 19.2738 3.8621 16.6029 1594.0 133.0 403.3379 1.0
0.0165 0.017 0.0095 0.0106 0.8192 2.1807 0.051 0.0001 0.0236 143.5079 10.0416 146.0 0.0 1.8414 10.0938 192.0 133.0 143.8533 0.027 0.0299 0.0033 0.004 0.3989 1.2147 0.066 0.0002 0.04 476.2162 463.0031 353.0 238.6986 1.8699 4.9179 1594.0 192.0 659.8181 0.0104 0.0154 0.0017 0.0015 1.4977 3.8217 0.051 0.0001 0.0185 266.61 322.6145 146.0 19.2738 3.5266 14.6582 1594.0 133.0 417.2772 1.0
0.0187 0.0177 0.0103 0.0122 0.6179 1.8287 0.0508 0.0011 0.0257 142.4375 9.8253 146.0 0.0 2.129 11.6774 192.0 133.0 142.7707 0.0333 0.0304 0.0349 0.0452 -0.0067 1.0405 0.0666 0.0023 0.0448 311.8333 127.9202 275.5 123.7971 0.3112 1.5257 569.0 192.0 336.3764 0.012 0.0165 0.0017 0.0015 1.269 3.0728 0.0508 0.0 0.0203 203.42 111.9135 146.0 19.2738 1.7319 4.5536 569.0 133.0 231.9032 1.0
0.0171 0.0167 0.0084 0.01 0.7019 1.9992 0.0506 0.0001 0.0239 143.2462 10.3698 146.0 0.0 1.843 9.2356 192.0 133.0 143.6152 0.0306 0.0301 0.0048 0.0072 0.189 1.09 0.0645 0.0022 0.0426 350.2571 168.9484 210.0 26.6868 0.2091 1.2098 604.0 192.0 387.8248 0.0111 0.0154 0.0017 0.0014 1.3315 3.3128 0.0506 0.0001 0.019 215.7 140.428 146.0 19.2738 1.777 4.4502 604.0 133.0 257.0006 1.0
0.0168 0.0166 0.0102 0.0115 0.8316 2.3449 0.051 0.0 0.0235 143.1385 9.8041 146.0 0.0 1.973 11.0261 192.0 133.0 143.4687 0.0307 0.0299 0.0053 0.0078 0.1914 1.1002 0.0667 0.0024 0.0425 347.6857 173.303 210.0 26.6868 0.2703 1.1818 591.0 192.0 387.3773 0.0109 0.0152 0.002 0.0017 1.4457 3.7819 0.051 0.0 0.0186 214.73 141.3912 146.0 19.2738 1.8377 4.631 591.0 133.0 256.711 1.0
0.0178 0.0174 0.0121 0.0144 0.6358 1.9159 0.0505 0.0 0.0248 143.8923 11.7315 146.0 0.0 2.1086 9.6141 192.0 133.0 144.3624 0.0333 0.029 0.0375 0.0396 -0.0272 1.1201 0.0647 0.0023 0.0439 273.0 90.0245 192.0 0.0 0.469 1.8731 479.0 192.0 287.0572 0.0117 0.0158 0.0017 0.0014 1.2734 3.1952 0.0505 0.0 0.0196 189.08 81.8704 146.0 19.2738 1.7491 4.9152 479.0 133.0 205.881 1.0
0.0185 0.0164 0.0146 0.0179 0.6528 2.1313 0.0508 0.0017 0.0246 142.6825 10.2875 146.0 0.0 1.983 10.0598 192.0 133.0 143.0471 0.0307 0.0301 0.0033 0.0049 0.1507 1.0837 0.0657 0.0004 0.0427 275.1622 92.2399 192.0 0.0 0.4181 1.646 464.0 192.0 289.8145 0.0116 0.0154 0.0017 0.0014 1.3058 3.4142 0.0508 0.0004 0.0193 191.7 85.3967 146.0 19.2738 1.6563 4.4318 464.0 133.0 209.6868 1.0
0.0186 0.0167 0.0147 0.0179 0.5722 2.0011 0.0512 0.0001 0.025 143.1562 11.6104 146.0 0.0 2.3468 10.7341 192.0 133.0 143.619 0.0326 0.0297 0.0347 0.0444 0.0321 1.0931 0.0647 0.0024 0.0438 337.6389 157.5594 278.5 128.2449 0.3444 1.4865 621.0 192.0 371.6657 0.0119 0.0157 0.0018 0.0014 1.2192 3.1365 0.0512 0.0001 0.0197 213.17 132.9092 146.0 19.2738 1.8024 4.7561 621.0 133.0 250.8578 1.0
0.0185 0.0176 0.0135 0.0165 0.6052 1.8798 0.0514 0.0001 0.0255 142.6885 9.9055 146.0 0.0 2.134 11.628 192.0 133.0 143.0263 0.0291 0.0296 0.0038 0.0049 0.23 1.122 0.0643 0.0005 0.0412 512.0 435.0552 447.0 378.063 1.6368 4.5937 1594.0 192.0 668.2544 0.0113 0.0161 0.0017 0.0014 1.3338 3.3078 0.0514 0.0 0.0196 286.72 324.7844 146.0 19.2738 3.0159 11.8897 1594.0 133.0 432.0167 1.0
0.0179 0.0178 0.009 0.0109 0.7466 2.1668 0.0609 0.0002 0.0252 142.6615 9.9141 146.0 0.0 2.0212 10.9722 192.0 133.0 143.0003 0.0305 0.0296 0.0055 0.0082 0.1494 1.0972 0.0649 0.0022 0.0423 322.4286 138.0028 210.0 26.6868 0.1801 1.1978 538.0 192.0 349.944 0.0116 0.0165 0.0017 0.0014 1.3717 3.5167 0.0609 0.0002 0.0201 205.58 118.4499 146.0 19.2738 1.7192 4.2748 538.0 133.0 236.9667 1.0
0.0169 0.0169 0.0097 0.0124 0.7123 2.057 0.0511 0.0001 0.0238 142.6885 9.9055 146.0 0.0 2.134 11.628 192.0 133.0 143.0263 0.0273 0.0299 0.0029 0.0034 0.373 1.1867 0.0641 0.0005 0.0402 467.1282 445.3857 378.0 275.7636 1.9035 5.1654 1594.0 192.0 641.4755 0.0107 0.0154 0.0016 0.0014 1.3678 3.4346 0.0511 0.0 0.0186 269.22 318.5835 146.0 19.2738 3.4411 14.2299 1594.0 133.0 415.8845 1.0
0.0177 0.0166 0.0132 0.0159 0.7313 2.242 0.0508 0.0002 0.0242 142.9375 10.1463 146.0 0.0 1.9728 10.2434 192.0 133.0 143.2916 0.0314 0.0303 0.0118 0.0158 0.1231 1.0626 0.0663 0.0024 0.0433 283.7222 101.7831 201.0 13.3434 0.3807 1.5388 488.0 192.0 300.9491 0.0113 0.0155 0.0016 0.0013 1.361 3.5706 0.0508 0.0001 0.0191 193.62 91.328 146.0 19.2738 1.7193 4.5686 488.0 133.0 213.8834 1.0
0.0171 0.0167 0.0113 0.0133 0.7729 2.2073 0.0508 0.0002 0.0238 143.2903 10.0432 146.0 0.0 1.9333 10.4366 192.0 133.0 143.6362 0.028 0.03 0.0031 0.0039 0.33 1.155 0.0641 0.0005 0.0408 468.7632 444.3578 344.5 226.0965 1.8723 5.0644 1594.0 192.0 641.8696 0.0106 0.0152 0.0016 0.0014 1.4513 3.7592 0.0508 0.0002 0.0185 266.97 314.7505 146.0 19.2738 3.4554 14.3648 1594.0 133.0 411.5217 1.0
0.019 0.0179 0.0149 0.0185 0.6713 2.2305 0.0651 0.0003 0.026 143.3175 11.6312 146.0 0.0 2.3411 10.6906 192.0 133.0 143.7812 0.0324 0.0311 0.0034 0.005 0.0567 1.0088 0.0683 0.0022 0.0446 323.0811 137.7107 355.0 241.6638 0.3054 1.5291 593.0 192.0 350.4755 0.012 0.0166 0.0016 0.0013 1.3419 3.5813 0.0651 0.0001 0.0204 209.83 120.7871 146.0 19.2738 1.6939 4.416 593.0 133.0 241.8104 1.0
0.0167 0.0167 0.0091 0.0104 0.8383 2.2838 0.0505 0.0003 0.0235 143.3438 10.0479 146.0 0.0 1.8397 10.0454 192.0 133.0 143.69 0.0296 0.0303 0.0031 0.0044 0.2339 1.097 0.0645 0.0003 0.0421 386.3333 224.3229 201.0 13.3434 0.5671 1.9015 895.0 192.0 445.1701 0.0107 0.0153 0.0018 0.0017 1.4678 3.7925 0.0505 0.0001 0.0186 230.82 177.7514 146.0 19.2738 2.0492 5.9473 895.0 133.0 290.7877 1.0
0.0162 0.0159 0.0101 0.0113 0.8868 2.3868 0.0507 0.0008 0.0226 143.1129 8.0594 146.0 0.0 0.2831 3.0171 165.0 133.0 143.336 0.0264 0.0299 0.0029 0.0033 0.4372 1.2301 0.0644 0.0005 0.0396 533.0 459.1889 496.0 450.7104 1.4919 4.1069 1594.0 192.0 699.5675 0.0101 0.0144 0.0017 0.0016 1.5414 4.0608 0.0507 0.0 0.0175 291.27 339.146 146.0 19.2738 2.9317 11.2391 1594.0 133.0 445.7668 1.0
0.0177 0.0171 0.0113 0.0139 0.6323 1.9395 0.0509 0.0 0.0245 142.8281 9.9404 146.0 0.0 2.0121 10.9013 192.0 133.0 143.1682 0.0297 0.0302 0.0033 0.0032 0.235 1.0875 0.0644 0.0023 0.0421 269.6389 85.06 201.0 13.3434 0.309 1.375 428.0 192.0 282.3816 0.0113 0.0158 0.0016 0.0014 1.2878 3.2006 0.0509 0.0 0.0194 188.48 79.7701 146.0 19.2738 1.6129 4.155 428.0 133.0 204.51 1.0
0.0172 0.0176 0.0103 0.0122 0.7545 2.0436 0.0512 0.0001 0.0245 143.0 9.6887 146.0 0.0 2.1273 11.9899 192.0 133.0 143.3226 0.0293 0.0302 0.0036 0.0053 0.2821 1.1203 0.0696 0.0024 0.0418 253.2432 72.4183 210.0 26.6868 0.8279 2.807 456.0 192.0 263.1251 0.0108 0.016 0.0016 0.001 1.4342 3.5669 0.051 0.0001 0.0192 183.79 69.4799 146.0 19.2738 1.7564 5.4074 456.0 133.0 196.3618 1.0
0.0183 0.0185 0.0098 0.0119 0.6905 2.0264 0.0634 0.0001 0.0259 142.6885 9.9055 146.0 0.0 2.134 11.628 192.0 133.0 143.0263 0.0257 0.0298 0.0032 0.0037 0.4799 1.2532 0.0646 0.0006 0.0391 458.1026 456.6517 312.0 177.912 1.9545 5.2277 1594.0 192.0 642.6833 0.0112 0.0167 0.0016 0.0014 1.4242 3.5959 0.0627 0.0 0.02 265.7 322.5033 146.0 19.2738 3.5463 14.7302 1594.0 133.0 416.6111 1.0
0.018 0.0181 0.01 0.0113 0.8374 2.3033 0.0641 0.0006 0.0254 143.4603 10.193 146.0 0.0 1.8866 9.8302 192.0 133.0 143.8162 0.0306 0.03 0.0097 0.011 0.1687 1.0667 0.0648 0.0023 0.0426 285.4324 116.7784 210.0 26.6868 1.3135 4.784 684.0 192.0 307.7991 0.0114 0.0164 0.0017 0.0014 1.5133 3.9665 0.0634 0.0 0.0199 195.99 98.8427 146.0 19.2738 2.3387 9.0046 684.0 133.0 219.2813 1.0
0.0174 0.0171 0.0092 0.0108 0.6801 1.9526 0.0507 0.0003 0.0243 143.1803 10.1579 146.0 0.0 1.9812 10.37 192.0 133.0 143.5343 0.0257 0.0299 0.003 0.0036 0.4794 1.2501 0.0651 0.0001 0.0391 447.1282 461.5008 278.0 127.5036 1.9615 5.2018 1594.0 192.0 638.3146 0.0107 0.0155 0.0016 0.0011 1.4044 3.4937 0.0507 0.0001 0.0188 261.72 322.5117 146.0 19.2738 3.5948 14.9271 1594.0 133.0 414.0906 1.0
0.0177 0.0175 0.0089 0.0124 0.6169 1.8507 0.0509 0.0002 0.0248 142.4923 9.7582 146.0 0.0 2.1227 11.7633 192.0 133.0 142.8209 0.0306 0.0307 0.0033 0.0049 0.1793 1.0488 0.0666 0.0024 0.043 265.7143 83.3206 192.0 0.0 0.3581 1.346 400.0 192.0 278.1152 0.0115 0.0162 0.0016 0.0012 1.265 3.0809 0.0509 0.0002 0.0198 185.62 77.0387 146.0 19.2738 1.6822 4.3942 400.0 133.0 200.8243 1.0
0.0168 0.0166 0.0106 0.0124 0.7427 2.1211 0.0506 0.0 0.0235 143.2333 9.965 146.0 0.0 2.0384 11.1046 192.0 133.0 143.5738 0.0251 0.0298 0.0029 0.0034 0.5207 1.2891 0.0643 0.0004 0.0386 452.9 454.0332 296.5 154.9317 1.9718 5.3033 1594.0 192.0 637.2683 0.0101 0.0149 0.0015 0.0012 1.4921 3.8451 0.0506 0.0 0.018 267.1 323.288 146.0 19.2738 3.524 14.5518 1594.0 133.0 418.1058 1.0
0.0178 0.0171 0.0108 0.0128 0.6542 1.9621 0.0509 0.0001 0.0246 143.1667 10.3058 146.0 0.0 1.9739 10.0773 192.0 133.0 143.5309 0.0267 0.0302 0.003 0.0036 0.4117 1.1831 0.0643 0.0002 0.04 452.175 456.3544 279.0 128.9862 1.9488 5.2158 1594.0 192.0 638.3691 0.0107 0.0156 0.0016 0.0014 1.3976 3.5011 0.0509 0.0 0.0188 266.77 324.4272 146.0 19.2738 3.505 14.3939 1594.0 133.0 418.7681 1.0
0.0177 0.0174 0.0097 0.0117 0.6912 1.9483 0.0508 0.0003 0.0247 142.7778 10.012 146.0 0.0 2.0159 10.8069 192.0 133.0 143.1228 0.0288 0.0306 0.0033 0.003 0.2738 1.0801 0.0645 0.0006 0.0417 364.8378 322.8558 296.0 154.1904 3.0732 12.0759 1594.0 192.0 484.2781 0.0111 0.016 0.0016 0.0014 1.3719 3.3831 0.0508 0.0001 0.0194 224.94 222.6593 146.0 19.2738 4.8855 29.5095 1594.0 133.0 315.7204 1.0
0.0169 0.0174 0.0084 0.0121 0.7644 2.1243 0.0561 0.0 0.0241 143.7778 10.3339 146.0 0.0 1.7195 9.0218 192.0 133.0 144.1428 0.027 0.0302 0.0032 0.0045 0.3848 1.1853 0.0664 0.0001 0.0402 461.2162 472.1056 279.0 128.9862 1.8488 4.7958 1594.0 146.0 655.4237 0.0106 0.0155 0.0016 0.002 1.4373 3.6456 0.0538 0.0 0.0188 261.23 323.7925 146.0 19.2738 3.5629 14.7296 1594.0 133.0 414.7702 1.0
0.0182 0.0173 0.0108 0.0125 0.609 1.8593 0.0507 0.0 0.025 142.8413 10.1222 146.0 0.0 1.9879 10.4228 192.0 133.0 143.1938 0.0306 0.0308 0.0032 0.002 0.1638 1.0304 0.0654 0.0018 0.0432 256.1622 73.8205 210.0 93.4038 0.4425 1.9065 425.0 146.0 266.3104 0.0115 0.016 0.0017 0.0013 1.2877 3.1576 0.0507 0.0 0.0196 184.77 71.1998 146.0 19.2738 1.5887 4.3656 425.0 133.0 197.8855 1.0
0.0161 0.0165 0.0074 0.0097 0.7806 2.1617 0.0507 0.0001 0.0229 143.5079 10.0416 146.0 0.0 1.8414 10.0938 192.0 133.0 143.8533 0.0271 0.0307 0.0029 0.0034 0.386 1.1558 0.0668 0.0001 0.0406 469.4865 468.5139 294.0 151.2252 1.8475 4.8016 1594.0 192.0 658.7794 0.0101 0.0149 0.0016 0.0015 1.4561 3.7254 0.0507 0.0 0.018 264.12 323.8875 146.0 19.2738 3.5327 14.5798 1594.0 133.0 416.6695 1.0
0.0167 0.0177 0.0048 0.0069 0.7842 2.093 0.0512 0.0003 0.0242 144.1406 12.0421 146.0 0.0 2.0533 8.8612 192.0 133.0 144.6349 0.0297 0.0304 0.0041 0.0035 0.2236 1.0574 0.0646 0.0021 0.0422 249.1667 65.7543 210.0 26.6868 0.5822 1.8305 388.0 192.0 257.4637 0.0107 0.0159 0.0017 0.0015 1.4523 3.6327 0.0512 0.0 0.0191 181.95 64.7142 146.0 19.2738 1.6065 4.4934 388.0 133.0 193.0074 1.0
0.0166 0.0162 0.0101 0.0119 0.8084 2.2587 0.0513 0.0 0.0231 143.4677 10.1185 146.0 0.0 1.8413 9.983 192.0 133.0 143.8184 0.0263 0.0306 0.0029 0.0033 0.4295 1.1885 0.0648 0.0003 0.0401 431.2368 468.799 269.5 114.9015 2.0258 5.2945 1594.0 192.0 632.4194 0.0103 0.0148 0.0015 0.0015 1.4766 3.849 0.0513 0.0 0.0179 252.82 319.2298 146.0 19.2738 3.7776 15.967 1594.0 133.0 405.9637 1.0
0.0175 0.0171 0.01 0.0128 0.6705 1.9503 0.0506 0.0007 0.0243 143.5645 10.756 146.0 0.0 1.7268 8.2581 192.0 133.0 143.9604 0.0281 0.031 0.0031 0.0039 0.3197 1.1084 0.0666 0.0004 0.0415 464.4211 464.4317 295.5 153.4491 1.877 4.9212 1594.0 192.0 652.4626 0.0109 0.0156 0.0017 0.0015 1.3842 3.4371 0.0506 0.0 0.0189 265.49 324.3224 146.0 19.2738 3.5151 14.4598 1594.0 133.0 417.8733 1.0
0.0174 0.017 0.0119 0.0141 0.7302 2.1504 0.051 0.0 0.0242 143.3846 9.9745 146.0 0.0 1.8389 10.1497 192.0 133.0 143.7258 0.0305 0.0302 0.0034 0.005 0.1836 1.0961 0.065 0.0012 0.0426 277.6857 110.3385 192.0 68.1996 1.227 4.6241 649.0 146.0 298.2215 0.0113 0.0156 0.0017 0.0014 1.3548 3.482 0.0506 0.0 0.0192 190.39 91.5986 146.0 19.2738 2.3696 9.1699 649.0 133.0 211.08 1.0
0.018 0.0169 0.0118 0.0141 0.5884 1.885 0.0504 0.0 0.0246 143.0794 10.1143 146.0 0.0 1.9751 10.3526 192.0 133.0 143.4308 0.0305 0.0302 0.0043 0.0064 0.1758 1.0742 0.0643 0.001 0.0427 273.5405 98.1169 192.0 26.6868 0.5547 1.9125 481.0 146.0 290.1571 0.0113 0.0156 0.0016 0.0014 1.2744 3.1591 0.0504 0.0 0.0192 191.35 87.0186 146.0 19.2738 1.7983 5.0667 481.0 133.0 210.027 1.0
0.0178 0.0176 0.0092 0.0119 0.6824 1.9411 0.0509 0.0 0.0249 142.85 9.9078 146.0 0.0 2.1357 11.6596 192.0 133.0 143.1875 0.0267 0.0298 0.0032 0.0039 0.4186 1.2222 0.0654 0.0005 0.0397 456.475 455.1972 294.5 151.9665 1.9385 5.1917 1594.0 192.0 640.6198 0.0107 0.0158 0.0016 0.0016 1.4517 3.6363 0.0509 0.0 0.019 268.3 324.8531 146.0 19.2738 3.4793 14.254 1594.0 133.0 420.0704 1.0
0.0176 0.017 0.0124 0.0153 0.6673 2.0192 0.0514 0.0004 0.0244 142.9016 9.8331 146.0 0.0 2.1326 11.769 192.0 133.0 143.234 0.0258 0.0294 0.0036 0.0043 0.4794 1.2992 0.0668 0.0005 0.0389 462.8974 457.6096 297.0 155.673 1.9221 5.1044 1594.0 192.0 646.7698 0.0107 0.0155 0.0017 0.0016 1.4011 3.572 0.051 0.0 0.0187 267.7 324.1038 146.0 19.2738 3.5002 14.4001 1594.0 133.0 419.1135 1.0
0.0184 0.018 0.0137 0.0171 0.7388 2.2752 0.0636 0.0003 0.0257 143.4921 10.2168 146.0 0.0 1.8611 9.6747 192.0 133.0 143.8496 0.0306 0.0302 0.004 0.006 0.1764 1.0758 0.0646 0.0022 0.0428 251.5405 66.9812 192.0 0.0 0.3883 1.4915 384.0 192.0 260.0728 0.0116 0.0165 0.0016 0.0012 1.4068 3.7197 0.0629 0.0003 0.0201 183.47 66.6755 146.0 19.2738 1.511 3.9619 384.0 133.0 195.0959 1.0
0.0175 0.018 0.0104 0.0124 0.8192 2.2272 0.06 0.0006 0.025 143.1967 10.1912 146.0 0.0 1.9767 10.2752 192.0 133.0 143.553 0.0273 0.03 0.0031 0.0039 0.3788 1.1912 0.0646 0.0003 0.0403 465.4359 456.807 321.0 191.2554 1.9095 5.0967 1594.0 192.0 648.0375 0.0107 0.0161 0.0016 0.0015 1.5354 3.9758 0.059 0.0002 0.0192 268.87 324.21 146.0 19.2738 3.4784 14.3117 1594.0 133.0 419.9429 1.0
0.0171 0.0168 0.0119 0.0145 0.7214 2.117 0.0511 0.0 0.0238 143.1967 10.1912 146.0 0.0 1.9767 10.2752 192.0 133.0 143.553 0.0257 0.0295 0.0032 0.0039 0.4929 1.2971 0.0645 0.0004 0.0389 444.0513 463.6318 267.0 111.195 1.9591 5.1635 1594.0 192.0 637.671 0.0104 0.0151 0.0016 0.0015 1.4417 3.7259 0.0511 0.0 0.0183 260.53 322.9882 146.0 19.2738 3.6038 14.9224 1594.0 133.0 413.7077 1.0
0.0182 0.0175 0.011 0.0133 0.6816 2.018 0.0531 0.0001 0.0251 142.6719 10.087 146.0 0.0 1.9962 10.5061 192.0 133.0 143.0225 0.0297 0.0305 0.0036 0.0035 0.2301 1.0672 0.0654 0.0024 0.0422 267.9167 85.2671 201.0 13.3434 0.446 1.6304 444.0 192.0 280.7986 0.0117 0.0161 0.0017 0.0014 1.3165 3.296 0.051 0.0001 0.0198 187.76 79.2827 146.0 19.2738 1.684 4.5486 444.0 133.0 203.6583 1.0
0.0173 0.0168 0.0116 0.0137 0.744 2.0711 0.0515 0.0007 0.024 143.1639 10.1262 146.0 0.0 1.9867 10.4672 192.0 133.0 143.5157 0.0273 0.0295 0.0034 0.004 0.3888 1.2093 0.0652 0.0007 0.04 418.1026 423.5733 286.0 139.3644 2.2239 6.4782 1594.0 192.0 591.2899 0.0107 0.0153 0.0017 0.0015 1.4357 3.6384 0.0515 0.0001 0.0186 250.39 295.1153 146.0 19.2738 3.901 17.7065 1594.0 133.0 385.898 1.0
0.0164 0.0163 0.0092 0.0118 0.8814 2.4769 0.0509 0.0003 0.023 143.3846 9.9745 146.0 0.0 1.8389 10.1497 192.0 133.0 143.7258 0.0305 0.03 0.0091 0.0135 0.1968 1.0921 0.0646 0.0023 0.0425 262.0857 74.0256 210.0 26.6868 0.2007 1.2392 389.0 192.0 272.0517 0.0107 0.015 0.0017 0.0014 1.4983 3.9964 0.0509 0.0003 0.0184 184.93 72.0007 146.0 19.2738 1.5391 3.8772 389.0 133.0 198.3214 1.0
0.0161 0.0164 0.0098 0.0122 0.8801 2.473 0.0506 0.0001 0.0229 143.9194 10.2674 146.0 0.0 1.729 9.2215 192.0 133.0 144.2792 0.0246 0.0292 0.003 0.0033 0.5684 1.3844 0.0646 0.0003 0.0379 463.5526 464.5015 302.5 163.8273 1.8802 4.9342 1594.0 192.0 651.8932 0.01 0.0147 0.0016 0.0017 1.5529 4.1862 0.0506 0.0 0.0177 265.38 324.0624 146.0 19.2738 3.5225 14.5088 1594.0 133.0 417.6037 1.0
0.018 0.017 0.0139 0.017 0.6687 2.0438 0.0507 0.0002 0.0246 142.5873 9.8302 146.0 0.0 2.1286 11.6986 192.0 133.0 142.9204 0.0306 0.0301 0.0104 0.0124 0.1899 1.0886 0.0653 0.002 0.0426 255.2703 66.818 210.0 26.6868 0.2078 1.2415 362.0 192.0 263.6416 0.0113 0.0157 0.0016 0.0013 1.3354 3.3878 0.0507 0.0001 0.0193 184.28 68.3645 146.0 19.2738 1.4132 3.5175 362.0 133.0 196.4334 1.0
0.0175 0.0169 0.0112 0.0133 0.7701 2.2301 0.0508 0.0001 0.0242 142.9016 9.8331 146.0 0.0 2.1326 11.769 192.0 133.0 143.234 0.0257 0.0296 0.003 0.0037 0.4919 1.291 0.0648 0.0004 0.0389 460.3333 458.9325 320.0 189.7728 1.9183 5.0924 1594.0 192.0 645.8524 0.0107 0.0154 0.0016 0.0015 1.4788 3.8785 0.0508 0.0 0.0186 266.7 324.2158 146.0 19.2738 3.506 14.4247 1594.0 133.0 418.5614 1.0
0.0169 0.0176 0.0085 0.0109 0.7908 2.1028 0.051 0.0 0.0243 142.4754 9.9726 146.0 0.0 2.1398 11.5144 192.0 133.0 142.8183 0.0273 0.03 0.0028 0.0038 0.3857 1.1996 0.0657 0.0002 0.0402 440.8205 462.6616 282.0 133.434 1.9917 5.2617 1594.0 192.0 634.736 0.0106 0.0159 0.0016 0.0015 1.4588 3.6641 0.051 0.0 0.019 258.83 321.8888 146.0 19.2738 3.6456 15.1906 1594.0 133.0 411.7879 1.0
0.0177 0.0186 0.0088 0.0103 0.8816 2.4539 0.0687 0.0005 0.0256 142.9375 10.1463 146.0 0.0 1.9728 10.2434 192.0 133.0 143.2916 0.0314 0.0302 0.0132 0.0178 0.1396 1.0757 0.0692 0.0022 0.0433 270.8611 89.789 201.0 13.3434 0.5235 1.822 468.0 192.0 284.9629 0.0113 0.0168 0.0017 0.0015 1.5303 4.0833 0.0684 0.0 0.0202 188.99 82.0012 146.0 19.2738 1.7513 4.8813 468.0 133.0 205.8499 1.0
0.018 0.0171 0.0118 0.0141 0.6198 1.9288 0.0507 0.0001 0.0247 143.0317 10.0209 146.0 0.0 1.9903 10.6385 192.0 133.0 143.3768 0.0306 0.03 0.0084 0.0125 0.1861 1.0877 0.0658 0.0023 0.0425 267.1081 80.7107 210.0 26.6868 0.2978 1.4025 415.0 192.0 278.7201 0.0113 0.0157 0.0016 0.0013 1.3096 3.2714 0.0507 0.0001 0.0193 188.94 77.8235 146.0 19.2738 1.5378 3.9344 415.0 133.0 204.1917 1.0
0.0177 0.0171 0.0122 0.0145 0.7242 2.0767 0.0505 0.0005 0.0245 142.875 10.0198 146.0 0.0 1.9903 10.6117 192.0 133.0 143.2204 0.0315 0.0301 0.0149 0.0204 0.1358 1.0763 0.0662 0.0022 0.0432 253.8056 72.5632 192.0 0.0 0.5136 1.6973 414.0 192.0 263.6976 0.0113 0.0157 0.0017 0.0015 1.3708 3.4793 0.0505 0.0005 0.0193 182.81 69.2044 146.0 19.2738 1.66 4.5472 414.0 133.0 195.348 1.0
0.0184 0.0174 0.0132 0.0163 0.6166 1.9171 0.0506 0.0008 0.0252 142.4754 9.9726 146.0 0.0 2.1398 11.5144 192.0 133.0 142.8183 0.029 0.0303 0.003 0.0037 0.2558 1.1161 0.0649 0.0006 0.0417 444.8974 461.0109 290.0 145.2948 1.9871 5.262 1594.0 192.0 636.4081 0.0113 0.0159 0.0016 0.0014 1.3374 3.3598 0.0506 0.0001 0.0194 260.42 321.894 146.0 19.2738 3.6267 15.1064 1594.0 133.0 412.7931 1.0
0.0172 0.0166 0.0111 0.0137 0.7568 2.2852 0.0525 0.0001 0.0238 143.6452 10.688 146.0 0.0 1.8256 8.6869 192.0 133.0 144.0358 0.0281 0.0295 0.0032 0.0045 0.3293 1.2239 0.0661 0.0003 0.0405 497.7368 497.1265 291.5 147.5187 1.648 4.0095 1594.0 192.0 698.837 0.0107 0.0152 0.0016 0.0017 1.4334 3.7942 0.0524 0.0001 0.0185 278.2 349.6742 146.0 19.2738 3.2441 12.3299 1594.0 133.0 445.4711 1.0
0.0172 0.0165 0.0106 0.0127 0.7808 2.2896 0.0511 0.0003 0.0237 143.5968 10.5822 146.0 0.0 1.8291 8.882 192.0 133.0 143.9799 0.0281 0.0301 0.0029 0.0036 0.316 1.1592 0.0652 0.0003 0.0409 461.9211 463.9895 292.5 149.0013 1.8932 4.9786 1594.0 192.0 650.3783 0.0107 0.0152 0.0016 0.0015 1.457 3.8441 0.0511 0.0001 0.0185 264.56 323.4874 146.0 19.2738 3.539 14.6255 1594.0 133.0 416.6409 1.0
0.019 0.0172 0.0128 0.0154 0.5317 1.8035 0.0507 0.0002 0.0256 142.381 9.8937 146.0 0.0 2.1355 11.5926 192.0 133.0 142.7188 0.0324 0.0303 0.0315 0.0433 0.0518 1.0606 0.0646 0.0023 0.0441 290.3243 110.7124 306.0 169.0164 0.9049 3.6641 642.0 192.0 310.1841 0.012 0.0162 0.0017 0.0015 1.2099 2.9839 0.0507 0.0 0.0201 197.12 98.3459 146.0 19.2738 1.9824 6.7606 642.0 133.0 220.0716 1.0
