wlan_fc_type,wlan_duration,ip_hdr_len,ip_dst,frame_len,ip_proto,frame_protocols,wlan_seq,data_len,time_since_last_packet,ip_src,ip_ttl,ip_id,wlan_ra,llc_type,udp_dstport,normalized_temperature_change,normalized_battery_change,normalized_distance_change,class
0,314,0,0,26,0,0,3725,0,0.002094,0,0,0,1,0,0,0.058823529411764705,0.0125,0.06074766355140187,DoS
0,314,0,0,26,0,0,3726,0,0.003266,0,0,0,0,0,0,0.058823529411764705,0.0125,0.06074766355140187,DoS
0,314,0,0,26,0,0,3727,0,0.002931,0,0,0,1,0,0,0.058823529411764705,0.0125,0.06074766355140187,DoS
0,314,0,0,26,0,0,3728,0,0.002567,0,0,0,0,0,0,0.058823529411764705,0.0125,0.06074766355140187,DoS
0,314,0,0,26,0,0,3729,0,0.002177,0,0,0,1,0,0,0.058823529411764705,0.0125,0.06074766355140187,DoS
0,314,0,0,26,0,0,3730,0,0.00414,0,0,0,0,0,0,0.058823529411764705,0.0125,0.06074766355140187,DoS
0,314,0,0,26,0,0,3731,0,0.001329,0,0,0,1,0,0,0.058823529411764705,0.0125,0.06074766355140187,DoS
0,314,0,0,26,0,0,3732,0,0.003355,0,0,0,0,0,0,0.058823529411764705,0.0125,0.06074766355140187,DoS
0,314,0,0,26,0,0,3733,0,0.00215,0,0,0,1,0,0,0.058823529411764705,0.0125,0.06074766355140187,DoS
0,314,0,0,26,0,0,3734,0,0.004311,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3735,0,0.001239,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3736,0,0.003765,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3737,0,0.002155,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3738,0,0.014047,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3739,0,0.010122,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3740,0,0.000579,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3741,0,0.00064,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3742,0,0.000599,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3743,0,0.000614,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3744,0,0.00064,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3745,0,0.000626,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3746,0,0.001556,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3747,0,0.007229,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3748,0,0.003908,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3749,0,0.000581,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3750,0,0.00072,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3751,0,0.000562,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3752,0,0.000639,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3753,0,0.000867,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3754,0,0.00529,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3755,0,0.001307,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3756,0,0.005413,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3757,0,0.000626,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3758,0,0.002821,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3759,0,0.004107,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3760,0,0.001406,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3761,0,0.002187,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3762,0,0.003305,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3763,0,0.002177,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3764,0,0.004764,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3765,0,0.000752,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3766,0,0.003286,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3767,0,0.002199,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3768,0,0.005161,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3769,0,0.002553,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3770,0,0.001351,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3771,0,0.002082,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3772,0,0.00334,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3773,0,0.002145,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3774,0,0.003312,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3775,0,0.013014,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3776,0,0.000356,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3777,0,0.000652,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3778,0,0.000585,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3779,0,0.001735,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3780,0,0.001321,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3781,0,0.000938,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3782,0,0.003226,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3783,0,0.002182,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3784,0,0.003265,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3785,0,0.002214,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3786,0,0.007904,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3787,0,0.000603,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3788,0,0.001344,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3789,0,0.002075,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3790,0,0.003358,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3791,0,0.002189,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3792,0,0.003302,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3793,0,0.002174,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3794,0,0.003293,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3795,0,0.004195,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3796,0,0.002471,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3797,0,0.002124,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3798,0,0.00415,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3799,0,0.001406,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3800,0,0.003648,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3801,0,0.001745,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3802,0,0.00343,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3803,0,0.002129,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3804,0,0.003357,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3805,0,0.002182,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3806,0,0.003266,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3807,0,0.002199,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3808,0,0.003347,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3809,0,0.002093,0,0,0,1,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3810,0,0.003298,0,0,0,0,0,0,0.058823529411764705,0.0,0.09813084112149532,DoS
0,314,0,0,26,0,0,3929,0,0.52643,0,0,0,1,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3930,0,0.000539,0,0,0,0,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3931,0,0.000611,0,0,0,1,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3932,0,0.000628,0,0,0,0,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3933,0,0.000616,0,0,0,1,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3934,0,0.000847,0,0,0,0,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3935,0,0.002036,0,0,0,1,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3936,0,0.00336,0,0,0,0,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3937,0,0.002166,0,0,0,1,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3938,0,0.003248,0,0,0,0,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3941,0,0.008742,0,0,0,1,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3942,0,0.002615,0,0,0,0,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3943,0,0.00249,0,0,0,1,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3944,0,0.004265,0,0,0,0,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3945,0,0.000752,0,0,0,1,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3946,0,0.003307,0,0,0,0,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3947,0,0.003767,0,0,0,1,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3948,0,0.003327,0,0,0,0,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3949,0,0.002221,0,0,0,1,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3950,0,0.001709,0,0,0,0,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3951,0,0.002217,0,0,0,1,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3952,0,0.003456,0,0,0,0,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3953,0,0.002164,0,0,0,1,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3955,0,0.006479,0,0,0,1,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3956,0,0.002221,0,0,0,0,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3957,0,0.002078,0,0,0,1,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3958,0,0.003303,0,0,0,0,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3959,0,0.002123,0,0,0,1,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3960,0,0.003327,0,0,0,0,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3961,0,0.002313,0,0,0,1,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3962,0,0.003271,0,0,0,0,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3963,0,0.002136,0,0,0,1,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3964,0,0.003937,0,0,0,0,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3965,0,0.002166,0,0,0,1,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3966,0,0.013878,0,0,0,0,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,26,0,0,3967,0,0.000573,0,0,0,1,0,0,0.0,0.0,0.02336448598130841,DoS
0,314,0,0,80,0,0,878,0,0.898305,0,0,0,1,0,0,0.0,0.0,0.0,DoS
2,60,0,0,26,0,0,0,0,0.28111,0,0,0,1,0,0,0.0,0.0,0.0,DoS
2,44,20,2,229,17,3,758,167,0.060839,1,255,778,0,2048,8890,0.0,0.0,0.009345794392523364,DoS
2,60,0,0,26,0,0,0,0,0.041589,0,0,0,1,0,0,0.0,0.0,0.009345794392523364,DoS
2,44,20,4,86,6,2,28,0,0.038964,2,128,38563,1,2048,0,0.0,0.0,0.009345794392523364,DoS
2,44,20,4,86,6,2,29,0,0.001926,2,128,38564,1,2048,0,0.0,0.0,0.009345794392523364,DoS
2,44,20,2,230,17,3,759,168,0.019264,1,255,779,0,2048,8890,0.0,0.0,0.009345794392523364,DoS
2,44,20,2,230,17,3,759,168,2e-05,1,255,779,0,2048,8890,0.0,0.0,0.009345794392523364,DoS
2,44,20,2,75,17,3,760,13,0.000377,1,255,780,0,2048,8899,0.0,0.0,0.009345794392523364,DoS
0,314,0,0,26,0,0,512,0,1.532029,0,0,0,0,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,513,0,0.002155,0,0,0,1,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,514,0,0.003568,0,0,0,0,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,515,0,0.002203,0,0,0,1,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,516,0,0.003354,0,0,0,0,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,517,0,0.003739,0,0,0,1,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,518,0,0.00248,0,0,0,0,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,519,0,0.002186,0,0,0,1,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,520,0,0.004399,0,0,0,0,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,521,0,0.002189,0,0,0,1,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,523,0,0.005515,0,0,0,1,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,524,0,0.00333,0,0,0,0,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,525,0,0.002207,0,0,0,1,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,526,0,0.003716,0,0,0,0,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,527,0,0.001705,0,0,0,1,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,528,0,0.003311,0,0,0,0,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,529,0,0.002113,0,0,0,1,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,530,0,0.005084,0,0,0,0,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,531,0,0.000676,0,0,0,1,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,532,0,0.003135,0,0,0,0,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,533,0,0.002179,0,0,0,1,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,534,0,0.003277,0,0,0,0,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,535,0,0.002198,0,0,0,1,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,536,0,0.003354,0,0,0,0,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,537,0,0.00213,0,0,0,1,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,548,0,0.032496,0,0,0,0,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,591,0,0.121858,0,0,0,1,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,624,0,0.09458,0,0,0,0,0,0,0.0,0.0125,0.0,DoS
0,314,0,0,26,0,0,655,0,0.265324,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,656,0,0.003719,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,657,0,0.002953,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,658,0,0.002374,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,659,0,0.013099,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,660,0,0.000666,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,661,0,0.000568,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,662,0,0.000567,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,664,0,0.001836,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,665,0,0.002134,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,666,0,0.003292,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,667,0,0.002219,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,668,0,0.003372,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,669,0,0.002217,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,670,0,0.003332,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,671,0,0.003031,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,672,0,0.002408,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,673,0,0.002239,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,674,0,0.003306,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,675,0,0.004726,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,676,0,0.000673,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,677,0,0.002509,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,678,0,0.002955,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,679,0,0.002871,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,680,0,0.002909,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,681,0,0.0019,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,682,0,0.003324,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,683,0,0.002178,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,684,0,0.003311,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,686,0,0.006548,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,687,0,0.002171,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,688,0,0.003405,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,689,0,0.002225,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,690,0,0.003316,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,691,0,0.003285,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,692,0,0.002481,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,693,0,0.002169,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,694,0,0.003281,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,695,0,0.002227,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,696,0,0.012718,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,697,0,0.000663,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,698,0,0.00054,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,699,0,0.000667,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,700,0,0.002944,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,701,0,0.000618,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,702,0,0.001774,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,703,0,0.002266,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,704,0,0.003309,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,705,0,0.00212,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,706,0,0.003369,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,707,0,0.002133,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,708,0,0.003165,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,709,0,0.002605,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,711,0,0.00536,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,712,0,0.004325,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,714,0,0.004821,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,715,0,0.001726,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,716,0,0.005814,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,717,0,0.000583,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,718,0,0.002378,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,719,0,0.002231,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,720,0,0.003284,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,722,0,0.005511,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,723,0,0.00208,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,724,0,0.003438,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,725,0,0.002151,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,726,0,0.003171,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,727,0,0.002256,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,728,0,0.003334,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,729,0,0.002114,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,730,0,0.004864,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,731,0,0.002528,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,732,0,0.014271,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,733,0,0.00062,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,734,0,0.000601,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,735,0,0.000629,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,736,0,0.003039,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,737,0,0.000717,0,0,0,1,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,738,0,0.000619,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
0,314,0,0,26,0,0,740,0,0.004499,0,0,0,0,0,0,0.0,0.0,0.9252336448598131,DoS
